Product,Capacity,Length,Width,Thickness,Voltage
LP623038,500,38,30,6.2,3.7
LP622533,520,33,25,6.2,3.7
LP621948,550,48,19,6.2,3.7
LP622631,550,31,26,6.2,3.7
LP622058,600,58,20,6.2,3.7
LP623030,600,30,30,6.2,3.7
LP623040,600,40,30,6.2,3.7
LP623036,780,36,30,6.2,3.7
LP623443,1050,43,34,6.2,3.7
LP623448,1050,48,34,6.2,3.7
LP621890,1100,90,18,6.2,3.7
LP622758,1100,58,27,6.2,3.7
LP623255,1100,55,32,6.2,3.7
LP624038,1100,38,40,6.2,3.7
LP624046,1150,46,40,6.2,3.7
LP622370,1200,70,23,6.2,3.7
LP624045,1200,45,40,6.2,3.7
LP623455,1280,55,34,6.2,3.7
LP623158,1300,58,31,6.2,3.7
LP623450,1300,50,34,6.2,3.7
LP623758,1500,58,37,6.2,3.7
LP623759,1500,59,37,6.2,3.7
LP625240,1500,40,52,6.2,3.7
LP624948,1650,48,49,6.2,3.7
LP623497,1800,97,34,6.2,3.7
LP624650,1800,50,46,6.2,3.7
LP623965,1900,65,39,6.2,3.7
LP624068,1900,68,40,6.2,3.7
LP624164,2000,64,41,6.2,3.7
LP624272,2000,72,42,6.2,3.7
LP624765,2100,65,47,6.2,3.7
LP624170,2200,70,41,6.2,3.7
LP624553,2200,53,45,6.2,3.7
LP625062,2300,62,50,6.2,3.7
LP625358,2400,58,53,6.2,3.7
LP624179,2500,79,41,6.2,3.7
LP6242125,2600,125,42,6.2,3.7
LP625384,3000,84,53,6.2,3.7
LP625870,3000,70,58,6.2,3.7
LP626271,3200,71,62,6.2,3.7
LP625094,3400,94,50,6.2,3.7
LP6252103,3900,103,52,6.2,3.7
LP6255100,4100,100,55,6.2,3.7
LP626090,4200,90,60,6.2,3.7
LP626195,4700,95,61,6.2,3.7
LP628080,4700,80,80,6.2,3.7
LP626196,4750,96,61,6.2,3.7
LP625793,4800,93,57,6.2,3.7
LP6256105,5000,105,56,6.2,3.7
LP626290,5000,90,62,6.2,3.7
LP626595,5000,95,65,6.2,3.7
LP626699,5000,99,66,6.2,3.7
LP631543,400,43,15,6.3,3.7
LP631646,430,46,16,6.3,3.7
LP631745,450,45,17,6.3,3.7
LP632730,450,30,27,6.3,3.7
LP632633,500,33,26,6.3,3.7
LP631453,520,53,14,6.3,3.7
LP632634,550,34,26,6.3,3.7
LP632830,580,30,28,6.3,3.7
LP632540,600,40,25,6.3,3.7
LP632543,600,43,25,6.3,3.7
LP633035,600,35,30,6.3,3.7
LP632442,700,42,24,6.3,3.7
LP632832,760,32,28,6.3,3.7
LP633331,770,31,33,6.3,3.7
LP632065,800,65,20,6.3,3.7
LP632265,800,65,22,6.3,3.7
LP633137,800,37,31,6.3,3.7
LP633235,800,35,32,6.3,3.7
LP632570,1200,70,25,6.3,3.7
LP633650,1200,50,36,6.3,3.7
LP633848,1200,48,38,6.3,3.7
LP633450,1250,50,34,6.3,3.7
LP634155,1700,55,41,6.3,3.7
LP633567,1800,67,35,6.3,3.7
LP634256,1850,56,42,6.3,3.7
LP634067,2000,67,40,6.3,3.7
LP634159,2000,59,41,6.3,3.7
LP634169,2100,69,41,6.3,3.7
LP634072,2200,72,40,6.3,3.7
LP635060,2200,60,50,6.3,3.7
LP634388,2800,88,43,6.3,3.7
LP635570,3000,70,55,6.3,3.7
LP634690,3100,90,46,6.3,3.7
LP635385,3600,85,53,6.3,3.7
LP638870,4600,70,88,6.3,3.7
LP638095,5500,95,80,6.3,3.7
LP6367132,7000,132,67,6.3,3.7
LP6395270,10000,270,95,6.3,3.7
LP641730,280,30,17,6.4,3.7
LP641724,300,24,17,6.4,3.7
LP641727,300,27,17,6.4,3.7
LP642527,380,27,25,6.4,3.7
LP641154,420,54,11,6.4,3.7
LP642235,450,35,22,6.4,3.7
LP642046,500,46,20,6.4,3.7
LP642238,600,38,22,6.4,3.7
LP643030,600,30,30,6.4,3.7
LP641463,650,63,14,6.4,3.7
LP642832,680,32,28,6.4,3.7
LP643236,750,36,32,6.4,3.7
LP643040,800,40,30,6.4,3.7
LP643639,900,39,36,6.4,3.7
LP642272,1000,72,22,6.4,3.7
LP643740,1100,40,37,6.4,3.7
LP642270,1200,70,22,6.4,3.7
LP643964,2000,64,39,6.4,3.7
LP644157,2000,57,41,6.4,3.7
LP645254,2000,54,52,6.4,3.7
LP643767,2300,67,37,6.4,3.7
LP644268,2500,68,42,6.4,3.7
LP644690,3100,90,46,6.4,3.7
LP645892,4000,92,58,6.4,3.7
LP6457108,5000,108,57,6.4,3.7
LP646191,5000,91,61,6.4,3.7
LP645893,5050,93,58,6.4,3.7
LP651112,70,12,11,6.5,3.7
LP651118,80,18,11,6.5,3.7
LP651515,80,15,15,6.5,3.7
LP651022,95,22,10,6.5,3.7
LP651123,105,23,11,6.5,3.7
LP651024,120,24,10,6.5,3.7
LP651518,125,18,15,6.5,3.7
LP651120,150,20,11,6.5,3.7
LP651622,170,22,16,6.5,3.7
LP651818,185,18,18,6.5,3.7
LP652020,190,20,20,6.5,3.7
LP651520,200,20,15,6.5,3.7
LP651523,200,23,15,6.5,3.7
LP651826,200,26,18,6.5,3.7
LP652123,200,23,21,6.5,3.7
LP651822,210,22,18,6.5,3.7
LP651430,220,30,14,6.5,3.7
LP652021,240,21,20,6.5,3.7
LP652024,250,24,20,6.5,3.7
LP651240,260,40,12,6.5,3.7
LP651532,280,32,15,6.5,3.7
LP651630,280,30,16,6.5,3.7
LP651730,280,30,17,6.5,3.7
LP652525,280,25,25,6.5,3.7
LP652126,300,26,21,6.5,3.7
LP651537,310,37,15,6.5,3.7
LP651635,310,35,16,6.5,3.7
LP651641,320,41,16,6.5,3.7
LP651247,330,47,12,6.5,3.7
LP651248,330,48,12,6.5,3.7
LP651250,330,50,12,6.5,3.7
LP652223,330,23,22,6.5,3.7
LP652030,350,30,20,6.5,3.7
LP652330,350,30,23,6.5,3.7
LP652526,350,26,25,6.5,3.7
LP652528,380,28,25,6.5,3.7
LP651648,400,48,16,6.5,3.7
LP652425,400,25,24,6.5,3.7
LP652524,400,24,25,6.5,3.7
LP652035,430,35,20,6.5,3.7
LP651447,450,47,14,6.5,3.7
LP651448,450,48,14,6.5,3.7
LP652539,480,39,25,6.5,3.7
LP652626,480,26,26,6.5,3.7
LP652631,480,31,26,6.5,3.7
LP652728,480,28,27,6.5,3.7
LP652334,490,34,23,6.5,3.7
LP652039,500,39,20,6.5,3.7
LP652238,500,38,22,6.5,3.7
LP652530,500,30,25,6.5,3.7
LP652532,500,32,25,6.5,3.7
LP652533,500,33,25,6.5,3.7
LP652433,520,33,24,6.5,3.7
LP652633,520,33,26,6.5,3.7
LP652034,530,34,20,6.5,3.7
LP652040,540,40,20,6.5,3.7
LP652240,550,40,22,6.5,3.7
LP652832,550,32,28,6.5,3.7
LP652148,580,48,21,6.5,3.7
LP652041,590,41,20,6.5,3.7
LP651660,600,60,16,6.5,3.7
LP652050,600,50,20,6.5,3.7
LP652143,620,43,21,6.5,3.7
LP651860,650,60,18,6.5,3.7
LP653029,650,29,30,6.5,3.7
LP653030,670,30,30,6.5,3.7
LP651474,700,74,14,6.5,3.7
LP652649,700,49,26,6.5,3.7
LP653035,700,35,30,6.5,3.7
LP651665,720,65,16,6.5,3.7
LP652445,750,45,24,6.5,3.7
LP652540,750,40,25,6.5,3.7
LP652535,800,35,25,6.5,3.7
LP653040,800,40,30,6.5,3.7
LP653043,800,43,30,6.5,3.7
LP653235,800,35,32,6.5,3.7
LP653237,800,37,32,6.5,3.7
LP653338,820,38,33,6.5,3.7
LP653432,840,32,34,6.5,3.7
LP652255,900,55,22,6.5,3.7
LP652753,900,53,27,6.5,3.7
LP653439,900,39,34,6.5,3.7
LP653048,920,48,30,6.5,3.7
LP653635,920,35,36,6.5,3.7
LP652549,950,49,25,6.5,3.7
LP652573,950,73,25,6.5,3.7
LP652272,1000,72,22,6.5,3.7
LP652560,1000,60,25,6.5,3.7
LP652690,1000,90,26,6.5,3.7
LP653248,1000,48,32,6.5,3.7
LP653347,1000,47,33,6.5,3.7
LP653646,1000,46,36,6.5,3.7
LP653052,1050,52,30,6.5,3.7
LP652265,1100,65,22,6.5,3.7
LP652270,1100,70,22,6.5,3.7
LP653842,1100,42,38,6.5,3.7
LP654038,1100,38,40,6.5,3.7
LP653745,1200,45,37,6.5,3.7
LP653759,1200,59,37,6.5,3.7
LP654039,1200,39,40,6.5,3.7
LP652570,1250,70,25,6.5,3.7
LP653361,1250,61,33,6.5,3.7
LP652670,1300,70,26,6.5,3.7
LP652860,1300,60,28,6.5,3.7
LP653450,1300,50,34,6.5,3.7
LP653754,1300,54,37,6.5,3.7
LP654045,1350,45,40,6.5,3.7
LP653559,1400,59,35,6.5,3.7
LP652580,1500,80,25,6.5,3.7
LP653165,1500,65,31,6.5,3.7
LP653565,1500,65,35,6.5,3.7
LP653569,1500,69,35,6.5,3.7
LP654050,1500,50,40,6.5,3.7
LP654446,1500,46,44,6.5,3.7
LP653560,1520,60,35,6.5,3.7
LP652680,1600,80,26,6.5,3.7
LP653857,1600,57,38,6.5,3.7
LP654252,1600,52,42,6.5,3.7
LP652686,1700,86,26,6.5,3.7
LP653556,1700,56,35,6.5,3.7
LP653566,1700,66,35,6.5,3.7
LP654351,1700,51,43,6.5,3.7
LP653558,1730,58,35,6.5,3.7
LP653855,1800,55,38,6.5,3.7
LP655152,1880,52,51,6.5,3.7
LP653669,1900,69,36,6.5,3.7
LP654258,1900,58,42,6.5,3.7
LP653665,2000,65,36,6.5,3.7
LP653767,2000,67,37,6.5,3.7
LP654065,2000,65,40,6.5,3.7
LP654169,2000,69,41,6.5,3.7
LP654550,2000,50,45,6.5,3.7
LP654558,2000,58,45,6.5,3.7
LP655050,2000,50,50,6.5,3.7
LP653480,2150,80,34,6.5,3.7
LP655068,2150,68,50,6.5,3.7
LP653294,2200,94,32,6.5,3.7
LP654060,2200,60,40,6.5,3.7
LP654759,2250,59,47,6.5,3.7
LP653095,2300,95,30,6.5,3.7
LP653868,2300,68,38,6.5,3.7
LP655558,2300,58,55,6.5,3.7
LP655060,2500,60,50,6.5,3.7
LP655658,2600,58,56,6.5,3.7
LP655559,2650,59,55,6.5,3.7
LP655659,2860,59,55,6.5,3.7
LP655085,3000,85,50,6.5,3.7
LP6556113,3000,113,56,6.5,3.7
LP655365,3300,65,53,6.5,3.7
LP655878,3400,78,58,6.5,3.7
LP655488,3750,88,54,6.5,3.7
LP6552103,3800,103,52,6.5,3.7
LP656280,3800,80,62,6.5,3.7
LP656480,3950,80,64,6.5,3.7
LP6548120,4400,120,48,6.5,3.7
LP656382,4400,82,63,6.5,3.7
LP656478,4500,78,64,6.5,3.7
LP6558113,4700,113,58,6.5,3.7
LP656385,4700,85,63,6.5,3.7
LP6557100,4800,100,57,6.5,3.7
LP6557105,5000,105,57,6.5,3.7
LP656395,5000,95,63,6.5,3.7
LP656396,5000,96,63,6.5,3.7
LP6565125,5000,125,65,6.5,3.7
LP6568130,7500,130,68,6.5,3.7
LP6592107,8000,107,92,6.5,3.7
LP6570196,10000,196,70,6.5,3.7
LP662018,155,18,20,6.6,3.7
LP662028,370,28,20,6.6,3.7
LP662631,490,31,26,6.6,3.7
LP662740,620,40,27,6.6,3.7
LP663228,650,28,32,6.6,3.7
LP663030,680,30,30,6.6,3.7
LP663229,700,29,32,6.6,3.7
LP663245,1000,45,32,6.6,3.7
LP663538,1000,38,35,6.6,3.7
LP663561,1500,61,35,6.6,3.7
LP664050,1600,50,40,6.6,3.7
LP664261,1800,61,42,6.6,3.7
LP664060,2000,60,40,6.6,3.7
LP664570,2000,70,45,6.6,3.7
LP664677,2200,77,46,6.6,3.7
LP665455,2300,55,54,6.6,3.7
LP665056,2400,56,50,6.6,3.7
LP665563,2500,63,55,6.6,3.7
LP666578,2600,78,65,6.6,3.7
LP664382,2700,82,43,6.6,3.7
LP665174,3000,74,51,6.6,3.7
LP665462,3000,62,54,6.6,3.7
LP6647112,5000,112,47,6.6,3.7
LP6649106,5000,106,49,6.6,3.7
LP667866,5000,66,78,6.6,3.7
LP6668123,6500,123,68,6.6,3.7
LP671248,330,48,12,6.7,3.7
LP672030,350,30,20,6.7,3.7
LP672528,450,28,25,6.7,3.7
LP672531,550,31,25,6.7,3.7
LP672045,600,45,20,6.7,3.7
LP672537,620,37,25,6.7,3.7
LP673048,1000,48,30,6.7,3.7
LP672367,1100,67,23,6.7,3.7
LP673450,1250,50,34,6.7,3.7
LP674058,1800,58,40,6.7,3.7
LP674060,1800,60,40,6.7,3.7
LP674360,1950,60,43,6.7,3.7
LP674260,2000,60,42,6.7,3.7
LP675348,2000,48,53,6.7,3.7
LP673477,2100,77,34,6.7,3.7
LP675268,2800,68,52,6.7,3.7
LP674386,2900,86,43,6.7,3.7
LP675364,3000,64,53,6.7,3.7
LP675680,3600,80,56,6.7,3.7
LP674790,4000,90,47,6.7,3.7
LP677470,4100,70,74,6.7,3.7
LP6757105,5000,105,57,6.7,3.7
LP6762105,5000,105,62,6.7,3.7
LP6775120,6500,120,75,6.7,3.7
LP6779139,10000,139,79,6.7,3.7
LP681013,45,13,10,6.8,3.7
LP681132,85,32,11,6.8,3.7
LP681123,120,23,11,6.8,3.7
LP681423,150,23,14,6.8,3.7
LP682220,200,20,22,6.8,3.7
LP681530,250,30,15,6.8,3.7
LP682525,280,25,25,6.8,3.7
LP681245,330,45,12,6.8,3.7
LP681247,330,47,12,6.8,3.7
LP681248,330,48,12,6.8,3.7
LP682523,350,23,25,6.8,3.7
LP683221,350,21,32,6.8,3.7
LP682028,380,28,20,6.8,3.7
LP682030,380,30,20,6.8,3.7
LP681738,390,38,17,6.8,3.7
LP681454,450,54,14,6.8,3.7
LP681646,470,46,16,6.8,3.7
LP682035,480,35,20,6.8,3.7
LP682036,500,36,20,6.8,3.7
LP682631,500,31,26,6.8,3.7
LP683030,590,30,30,6.8,3.7
LP684045,630,45,40,6.8,3.7
LP682045,650,45,20,6.8,3.7
LP682442,700,42,24,6.8,3.7
LP683040,780,40,30,6.8,3.7
LP683232,780,32,32,6.8,3.7
LP683234,800,34,32,6.8,3.7
LP681966,880,66,19,6.8,3.7
LP682447,920,47,24,6.8,3.7
LP683048,1000,48,30,6.8,3.7
LP682690,1200,90,26,6.8,3.7
LP683745,1300,45,37,6.8,3.7
LP684044,1375,44,40,6.8,3.7
LP683943,1400,43,39,6.8,3.7
LP683072,1600,72,30,6.8,3.7
LP683950,1600,50,39,6.8,3.7
LP683760,1700,60,37,6.8,3.7
LP684058,1750,58,40,6.8,3.7
LP683857,1950,57,38,6.8,3.7
LP684063,1950,63,40,6.8,3.7
LP683086,2000,86,30,6.8,3.7
LP683566,2000,66,35,6.8,3.7
LP684550,2000,50,45,6.8,3.7
LP684460,2200,60,44,6.8,3.7
LP684360,2250,60,43,6.8,3.7
LP683886,2600,86,38,6.8,3.7
LP684178,2600,78,41,6.8,3.7
LP683884,2800,84,38,6.8,3.7
LP684082,2800,82,40,6.8,3.7
LP683982,2900,82,39,6.8,3.7
LP685067,2900,67,50,6.8,3.7
LP685269,3000,69,52,6.8,3.7
LP685271,3200,71,52,6.8,3.7
LP685085,3500,85,50,6.8,3.7
LP685771,3500,71,57,6.8,3.7
LP6840115,3800,115,40,6.8,3.7
LP686379,4400,79,63,6.8,3.7
LP686196,4700,96,61,6.8,3.7
LP6856105,5000,105,56,6.8,3.7
LP686095,5000,95,60,6.8,3.7
LP692935,650,35,29,6.9,3.7
LP693040,800,40,30,6.9,3.7
LP693243,1100,43,32,6.9,3.7
LP692864,1400,64,28,6.9,3.7
LP694060,1750,60,40,6.9,3.7
LP694069,1750,69,40,6.9,3.7
LP693074,1800,74,30,6.9,3.7
LP694055,1800,55,40,6.9,3.7
LP693764,2000,64,37,6.9,3.7
LP694651,2200,51,46,6.9,3.7
LP695371,3100,71,53,6.9,3.7
LP695794,4000,94,57,6.9,3.7
LP695969,4000,69,59,6.9,3.7
LP6970175,10000,175,70,6.9,3.7
LP701621,16,21,16,7,3.7
LP701115,70,15,11,7,3.7
LP701317,95,17,13,7,3.7
LP701717,110,17,17,7,3.7
LP701220,115,20,12,7,3.7
LP701023,120,23,10,7,3.7
LP701120,120,20,11,7,3.7
LP701024,130,24,10,7,3.7
LP701222,130,22,12,7,3.7
LP701421,140,21,14,7,3.7
LP701224,145,24,12,7,3.7
LP701025,150,25,10,7,3.7
LP701028,150,28,10,7,3.7
LP701128,150,28,11,7,3.7
LP701323,150,23,13,7,3.7
LP701125,160,25,11,7,3.7
LP701225,160,25,12,7,3.7
LP701420,160,20,14,7,3.7
LP701522,160,22,15,7,3.7
LP701218,180,18,12,7,3.7
LP701820,180,20,18,7,3.7
LP701327,200,27,13,7,3.7
LP701425,200,25,14,7,3.7
LP702019,200,19,20,7,3.7
LP702120,200,20,21,7,3.7
LP701525,210,25,15,7,3.7
LP701430,220,30,14,7,3.7
LP701626,220,26,16,7,3.7
LP701725,230,25,17,7,3.7
LP702020,230,20,20,7,3.7
LP701235,240,35,12,7,3.7
LP701723,250,23,17,7,3.7
LP701530,270,30,15,7,3.7
LP701240,280,40,12,7,3.7
LP701335,280,35,13,7,3.7
LP701728,280,28,17,7,3.7
LP701248,300,48,12,7,3.7
LP701434,300,34,14,7,3.7
LP702025,300,25,20,7,3.7
LP702026,300,26,20,7,3.7
LP702276,300,76,22,7,3.7
LP701438,320,38,14,7,3.7
LP701439,320,39,14,7,3.7
LP701435,330,35,14,7,3.7
LP701535,350,35,15,7,3.7
LP702028,350,28,20,7,3.7
LP701250,360,50,12,7,3.7
LP701635,360,35,16,7,3.7
LP701537,370,37,15,7,3.7
LP701833,380,33,18,7,3.7
LP702030,380,30,20,7,3.7
LP702727,380,27,27,7,3.7
LP701345,400,45,13,7,3.7
LP701735,400,35,17,7,3.7
LP702035,400,35,20,7,3.7
LP702226,400,26,22,7,3.7
LP702529,400,29,25,7,3.7
LP701640,420,40,16,7,3.7
LP701836,420,36,18,7,3.7
LP702626,420,26,26,7,3.7
LP702526,450,26,25,7,3.7
LP701740,460,40,17,7,3.7
LP701747,500,47,17,7,3.7
LP702038,500,38,20,7,3.7
LP702039,500,39,20,7,3.7
LP702332,500,32,23,7,3.7
LP702334,500,34,23,7,3.7
LP702383,500,83,23,7,3.7
LP702530,500,30,25,7,3.7
LP701648,520,48,16,7,3.7
LP702533,520,33,25,7,3.7
LP702335,550,35,23,7,3.7
LP702338,550,38,23,7,3.7
LP702040,600,40,20,7,3.7
LP702337,600,37,23,7,3.7
LP702438,600,38,24,7,3.7
LP702540,600,40,25,7,3.7
LP702240,630,40,22,7,3.7
LP702045,650,45,20,7,3.7
LP702535,650,35,25,7,3.7
LP703446,650,46,34,7,3.7
LP702046,660,46,20,7,3.7
LP702236,680,36,22,7,3.7
LP702248,700,48,22,7,3.7
LP702930,700,30,29,7,3.7
LP702259,720,59,22,7,3.7
LP702542,750,42,25,7,3.7
LP702744,750,44,27,7,3.7
LP702837,750,37,28,7,3.7
LP703036,750,36,30,7,3.7
LP703235,750,35,32,7,3.7
LP701865,800,65,18,7,3.7
LP702058,800,58,20,7,3.7
LP702250,800,50,22,7,3.7
LP702440,800,40,24,7,3.7
LP702549,800,49,25,7,3.7
LP702050,840,50,20,7,3.7
LP701488,850,88,14,7,3.7
LP702060,850,60,20,7,3.7
LP701970,900,70,19,7,3.7
LP702548,900,48,25,7,3.7
LP703035,900,35,30,7,3.7
LP702165,1000,65,21,7,3.7
LP702272,1000,72,22,7,3.7
LP702860,1000,60,28,7,3.7
LP703040,1000,40,30,7,3.7
LP703240,1000,40,32,7,3.7
LP703440,1000,40,34,7,3.7
LP703746,1000,46,37,7,3.7
LP703443,1050,43,34,7,3.7
LP702554,1100,54,25,7,3.7
LP703243,1100,43,32,7,3.7
LP703562,1100,62,35,7,3.7
LP703740,1100,40,37,7,3.7
LP702079,1150,79,20,7,3.7
LP703841,1150,41,38,7,3.7
LP703048,1200,48,30,7,3.7
LP703051,1200,51,30,7,3.7
LP703938,1200,38,39,7,3.7
LP704040,1200,40,40,7,3.7
LP704044,1200,44,40,7,3.7
LP702080,1250,80,20,7,3.7
LP703448,1250,48,34,7,3.7
LP702176,1300,76,21,7,3.7
LP702274,1300,74,22,7,3.7
LP702560,1300,60,25,7,3.7
LP703545,1300,45,35,7,3.7
LP703450,1400,50,34,7,3.7
LP704245,1400,45,42,7,3.7
LP704242,1450,42,42,7,3.7
LP702575,1600,75,25,7,3.7
LP704050,1600,50,40,7,3.7
LP703065,1650,65,30,7,3.7
LP703759,1800,59,37,7,3.7
LP703860,1800,60,38,7,3.7
LP704450,1800,50,44,7,3.7
LP703567,1900,67,35,7,3.7
LP703750,1900,50,37,7,3.7
LP703954,1900,54,39,7,3.7
LP703960,1950,60,39,7,3.7
LP704545,1950,45,45,7,3.7
LP704055,2000,55,40,7,3.7
LP704060,2000,60,40,7,3.7
LP704261,2000,61,42,7,3.7
LP704270,2000,70,42,7,3.7
LP706040,2000,40,60,7,3.7
LP703665,2100,65,36,7,3.7
LP704260,2100,60,42,7,3.7
LP7033100,2200,100,33,7,3.7
LP703767,2200,67,37,7,3.7
LP705053,2200,53,50,7,3.7
LP705059,2200,59,50,7,3.7
LP704361,2300,61,43,7,3.7
LP704365,2300,65,43,7,3.7
LP704762,2300,62,47,7,3.7
LP705848,2300,48,58,7,3.7
LP704460,2400,60,44,7,3.7
LP704566,2400,66,45,7,3.7
LP704860,2400,60,48,7,3.7
LP705048,2400,48,50,7,3.7
LP705056,2400,56,50,7,3.7
LP703876,2500,76,38,7,3.7
LP704072,2500,72,40,7,3.7
LP704370,2500,70,43,7,3.7
LP705055,2500,55,50,7,3.7
LP703976,2600,76,39,7,3.7
LP705058,2650,58,50,7,3.7
LP705060,2700,60,50,7,3.7
LP704474,2800,74,44,7,3.7
LP703982,2900,82,39,7,3.7
LP705070,2900,70,50,7,3.7
LP7030120,3000,120,30,7,3.7
LP703986,3000,86,39,7,3.7
LP704095,3000,95,40,7,3.7
LP705075,3000,75,50,7,3.7
LP705170,3000,70,51,7,3.7
LP705258,3000,58,52,7,3.7
LP704084,3100,84,40,7,3.7
LP705570,3200,70,55,7,3.7
LP705575,3400,75,55,7,3.7
LP7030135,3500,135,30,7,3.7
LP705770,3500,70,57,7,3.7
LP705573,3600,73,55,7,3.7
LP703997,3650,97,39,7,3.7
LP706070,3700,70,60,7,3.7
LP704770,3920,70,47,7,3.7
LP7035142,4100,142,35,7,3.7
LP7050100,4200,100,50,7,3.7
LP705689,4200,89,56,7,3.7
LP706080,4500,80,60,7,3.7
LP7068100,4500,100,68,7,3.7
LP705695,4800,95,56,7,3.7
LP705987,4900,87,59,7,3.7
LP705590,5000,90,55,7,3.7
LP7059101,5000,101,59,7,3.7
LP706090,5000,90,60,7,3.7
LP712827,485,27,28,7.1,3.7
LP713950,1500,50,39,7.1,3.7
LP715365,2900,65,53,7.1,3.7
LP715070,3000,70,50,7.1,3.7
LP7140115,4000,115,40,7.1,3.7
LP715692,5000,92,56,7.1,3.7
LP721819,170,19,18,7.2,3.7
LP722728,450,28,27,7.2,3.7
LP722830,550,30,28,7.2,3.7
LP722530,600,30,25,7.2,3.7
LP721944,630,44,19,7.2,3.7
LP722338,650,38,23,7.2,3.7
LP722740,900,40,27,7.2,3.7
LP722257,1000,57,22,7.2,3.7
LP723048,1000,48,30,7.2,3.7
LP722570,1450,70,25,7.2,3.7
LP724048,1450,48,40,7.2,3.7
LP722573,1500,73,25,7.2,3.7
LP723060,1500,60,30,7.2,3.7
LP724240,1750,40,42,7.2,3.7
LP724744,1750,44,47,7.2,3.7
LP724060,2100,60,40,7.2,3.7
LP724262,2200,62,42,7.2,3.7
LP724053,2250,53,40,7.2,3.7
LP7233108,2300,108,33,7.2,3.7
LP724957,2400,57,49,7.2,3.7
LP724068,2500,68,40,7.2,3.7
LP724758,2600,58,47,7.2,3.7
LP724372,2700,72,43,7.2,3.7
LP724855,2700,55,48,7.2,3.7
LP724865,2700,65,48,7.2,3.7
LP724373,2900,73,43,7.2,3.7
LP725563,2900,63,55,7.2,3.7
LP724879,3200,79,48,7.2,3.7
LP7235128,3650,128,35,7.2,3.7
LP7238121,4000,121,38,7.2,3.7
LP724887,4000,87,48,7.2,3.7
LP726267,4300,67,62,7.2,3.7
LP7248115,5000,115,48,7.2,3.7
LP725888,5000,88,58,7.2,3.7
LP7249135,5700,135,49,7.2,3.7
LP7255145,6800,145,55,7.2,3.7
LP7265162,8000,162,65,7.2,3.7
LP731126,145,26,11,7.3,3.7
LP732025,260,25,20,7.3,3.7
LP731727,350,27,17,7.3,3.7
LP731836,350,36,18,7.3,3.7
LP732521,420,21,25,7.3,3.7
LP731738,430,38,17,7.3,3.7
LP731254,450,54,12,7.3,3.7
LP732922,450,22,29,7.3,3.7
LP732035,480,35,20,7.3,3.7
LP731942,500,42,19,7.3,3.7
LP732530,500,30,25,7.3,3.7
LP732533,520,33,25,7.3,3.7
LP732335,550,35,23,7.3,3.7
LP732236,600,36,22,7.3,3.7
LP731943,610,43,19,7.3,3.7
LP732732,620,32,27,7.3,3.7
LP732540,700,40,25,7.3,3.7
LP732248,750,48,22,7.3,3.7
LP732438,780,38,24,7.3,3.7
LP732058,1000,58,20,7.3,3.7
LP733442,1100,42,34,7.3,3.7
LP733450,1200,50,34,7.3,3.7
LP734450,1800,50,44,7.3,3.7
LP733667,1950,67,36,7.3,3.7
LP734542,1950,42,45,7.3,3.7
LP734348,2150,48,43,7.3,3.7
LP734065,2200,65,40,7.3,3.7
LP733474,2600,74,34,7.3,3.7
LP733774,2600,74,37,7.3,3.7
LP735060,2850,60,50,7.3,3.7
LP734775,3000,75,47,7.3,3.7
LP7344115,3200,115,44,7.3,3.7
LP735272,3400,72,52,7.3,3.7
LP735880,3450,80,58,7.3,3.7
LP7350107,5000,107,50,7.3,3.7
LP7373129,8800,129,73,7.3,3.7
LP7385155,10000,155,85,7.3,3.7
LP741434,400,34,14,7.4,3.7
LP741648,560,48,16,7.4,3.7
LP742240,600,40,22,7.4,3.7
LP741848,650,48,18,7.4,3.7
LP742837,780,37,28,7.4,3.7
LP742447,900,47,24,7.4,3.7
LP743040,900,40,30,7.4,3.7
LP742759,1000,59,27,7.4,3.7
LP743042,1050,42,30,7.4,3.7
LP743048,1100,48,30,7.4,3.7
LP742560,1200,60,25,7.4,3.7
LP744542,2000,42,45,7.4,3.7
LP744060,2100,60,40,7.4,3.7
LP744160,2400,60,41,7.4,3.7
LP745670,4200,70,56,7.4,3.7
LP7444105,4400,105,44,7.4,3.7
LP7465125,7800,125,65,7.4,3.7
LP751220,115,20,12,7.5,3.7
LP751258,130,58,12,7.5,3.7
LP751418,130,18,14,7.5,3.7
LP751229,150,29,12,7.5,3.7
LP751520,150,20,15,7.5,3.7
LP751524,220,24,15,7.5,3.7
LP751525,220,25,15,7.5,3.7
LP752020,250,20,20,7.5,3.7
LP751530,260,30,15,7.5,3.7
LP751335,280,35,13,7.5,3.7
LP751340,300,40,13,7.5,3.7
LP751435,330,35,14,7.5,3.7
LP751830,330,30,18,7.5,3.7
LP751432,350,32,14,7.5,3.7
LP752624,350,24,26,7.5,3.7
LP753036,350,36,30,7.5,3.7
LP751635,380,35,16,7.5,3.7
LP752132,380,32,21,7.5,3.7
LP752030,400,30,20,7.5,3.7
LP752228,400,28,22,7.5,3.7
LP751641,420,41,16,7.5,3.7
LP752327,420,27,23,7.5,3.7
LP751645,450,45,16,7.5,3.7
LP751735,450,35,17,7.5,3.7
LP751738,450,38,17,7.5,3.7
LP752527,450,27,25,7.5,3.7
LP752528,450,28,25,7.5,3.7
LP751540,490,40,15,7.5,3.7
LP752035,500,35,20,7.5,3.7
LP752045,500,45,20,7.5,3.7
